Codice Analisi,Descrizione,Colore provetta,Synlab si/no,U.M.,METODO,Regola,,Importo
724,Rame Urine Inizio Turno,,,,,Area 'TOSSICOLOGIA',,"€ 7,10"
2350,RAPPORTO ALDOSTERONE/RENINA,,,,,Area 'ANALISI',,"€ 45,00"
6F119,RAVANELLO (RAFANO),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
521,Reazione di  Widal (A.A. Salmonella ),,,,,Area 'SPECIALISTICA',,"€ 10,05"
151,Reazione di Wright (A.A Brucella IgG),,,,,Area 'ANALISI',,"€ 4,15"
333,Recettore solubile Transferrina,,,,,Area 'SPECIALISTICA',,"€ 30,69"
IN10169,RENE - BIOPSIA RENALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10170,RENE - NEFRECTOMIA RADICALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10171,RENE - NEFRECTOMIA SEMPLICE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 290,18"
IN10172,RENE - RESEZIONE PARZIALE RENE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
6240,RENINA DIRETTA IN CLINOSTATISMO,,,,,Area 'ANALISI',,"€ 22,50"
624,RENINA DIRETTA IN ORTOSTATISMO,,,,,Area 'ANALISI',,"€ 22,50"
072,Resist. alla Proteina C attivata (APC-R),,,,,Area 'ANALISI',,"€ 10,16"
024,Resistenza Osmotica Globulare,,,,,Area 'ANALISI',,"€ 22,93"
005,Reticolociti,,,,,Area 'ANALISI',,"€ 7,10"
,,,,,,,,
IN10173,RETTO - AMPUTAZIONE RETTO-SIGMA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10174,RETTO - AMPUTAZIONE RETTO-SIGMA PIU' CUTE PERIANALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10175,RETTO - DIGERENTE BIOPSIA ENDOSCOPICA (SING.),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 44,65"
IN10176,RETTO - POLIPECTOMIA ENDOSCOPICA (SING.),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 40,81"
4599,Revisione microscopica striscio di sangue periferico,,,,,Area 'ANALISI',,"€ 12,00"
6M11,Rhizopus Nigricans,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
8711,"RHUMA PGx - Pannello farmacogenetica per antipiretici,antiiffiammatori,analgesici",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 491,40"
592,Ricerca Antigene Helicobacter Pylori FECI,,,,,Area 'MICROBIOLOGIA',,"€ 29,82"
5922,Ricerca Antigene Helicobacter Pylori II Camp.,,,,,Area 'MICROBIOLOGIA',,"€ 29,82"
5923,Ricerca Antigene Helicobacter Pylori III Camp.,,,,,Area 'MICROBIOLOGIA',,"€ 29,82"
1251,Ricerca antigene Legionella,,,,,Area 'MICROBIOLOGIA',,"€ 43,79"
B590,Ricerca Candida nelle feci,,,,,Area 'MICROBIOLOGIA',,"€ 6,77"
B5901,Ricerca Candida nelle feci II campione,,,,,Area 'MICROBIOLOGIA',,"€ 6,77"
B5902,Ricerca Candida nelle feci III campione,,,,,Area 'MICROBIOLOGIA',,"€ 6,77"
8377,Ricerca della variazione *C nel gene CYP1A2,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8378,Ricerca della variazione *F (rs762551) nel gene CYP1A2,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8446,Ricerca della variazione -1082G/A nel gene IL10 (interleuchina  10),,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8390,Ricerca della variazione 1533G/A nel gene CETP,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8411,Ricerca della variazione 2282del4 nel gene FLG (filagrina),,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8516,Ricerca della variazione –2578C/A nel gene VEGF,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8395,Ricerca della variazione -278A/C nel gene CYP7A1,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8511,Ricerca della variazione -308G/A (rs1800629) nel gene,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8421,"TNFa
Ricerca della variazione 313 A>G (1578 A>G) nel gene",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
,GSTP (rs1695),,,,,,,
8517,Ricerca della variazione –634G>C nel gene VEGF,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8387,Ricerca della variazione 844ins68 nel gene CBS,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8483,Ricerca della variazione 894G/T (rs1799983) nel gene NOS3,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8063,Ricerca della variazione A1166C nel gene AGTR1,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8475,Ricerca della variazione A2756G (rs1805087) nel gene MTR,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8514,Ricerca della variazione B/b (rs1544410) nel gene VDR,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8515,Ricerca della variazione F/f  (rs2228570) nel gene VDR,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8447,Ricerca della variazione G-174C (rs1800795) nel gene IL6,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8448,"(interleuchina  6)
Ricerca della variazione G-634C (rs1800796) nel gene IL6",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
,(interleuchina  6),,,,,,,
Codice Analisi,Descrizione,,,,,Regola,,Importo
8452,"Ricerca della variazione Gly972Arg (rs1801278) nel gene
IRS-1",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8049,Ricerca della variazione I/D (rs4646994) nel gene ACE,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8504,Ricerca della variazione I/D nella regione HTTLPR del gene SLC6A4,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8389,Ricerca della variazione I405V nel gene CETP,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8420,Ricerca della variazione Ins/Del nel gene GSTM,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8422,Ricerca della variazione Ins/Del nel gene GSTT,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8360,Ricerca della variazione Met235Thr (rs699) nel gene AGT,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8485,Ricerca della variazione RS2046934 nel gene P2RY12,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8392,Ricerca della variazione S/s nel gene COL1A1,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8386,Ricerca della variazione T1080C nel gene CBS,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8482,Ricerca della variazione T-786C (rs2070744) nel gene,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8481,"NOS3
Ricerca della variazione VNTR nell introne 4 (rs61722009)",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 54,60"
8399,"del gene NOS3
Ricerca della variazioni P nel gene ESR1 (Recettore degli",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 70,98"
8400,"Estrogeni di tipo 1)
Ricerca della variazioni X nel gene ESR1 (Recettore degli",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 70,98"
8554,"Estrogeni di tipo 1)
Ricerca delle variazioni P e X nel gene ESR1 (Recettore",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 70,98"
,degli Estrogeni di tipo 1),,,,,,,
8565,Ricerca di mutazioni nei geni FSHR e LHGCR,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 98,28"
0232,Ricerca Du variante,,,,,Area 'ANALISI',,"€ 17,80"
034,Ricerca eosinofili nel secreto nasale,,,,,Area 'ANALISI',,"€ 3,61"
,,,,,,,,
8474,RICERCA INSTABILITA’ DEI MICROSATELLITI (MSI),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 163,80"
6207,Ricerca molecolare di HLA B*5701,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 163,80"
8796,"RICERCA MOLECOLARE QUALITATIVA DI VIRUS INFLUENZALI (SARS-CoV-2, FluA, FluB, RSV)",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 190,00"
029,Ricerca parassiti nelle urine,,,,,Area 'MICROBIOLOGIA',,"€ 10,16"
02901,Ricerca parassiti nelle urine II campione,,,,,Area 'MICROBIOLOGIA',,"€ 10,16"
02902,Ricerca parassiti nelle urine III campione,,,,,Area 'MICROBIOLOGIA',,"€ 10,16"
8775,"RICERCA RIARRANGIAMENTI ALK, ROS1, RET e DELEZIONE ESONE 14 DEL GENE MET",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 322,40"
585,Ricerca Rotavirus,,,,,Area 'MICROBIOLOGIA',,"€ 7,76"
532,Rickettsia typhi IgG-IgM (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 18,35"
464,Rickettsiosis Screening (Conorii-Typhi IgG - IgM) (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 36,69"
B596,RILEVAZIONE CARBAPENEMASI,,,,,Area 'MICROBIOLOGIA',,"€ 75,00"
8758ENG,Rilevazione COVID-19  (referto in lingua inglese),,,,,Listino di base,,"€ 10,40"
6F9,Riso,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1937,RIVAROXABAN (Xarelto),,,,,Area 'TOSSICOLOGIA',,"€ 86,27"
1516,ROSOLIA ANTICORPI IgG e IgM,,,,,Area 'ANALISI',,"€ 16,93"
1131,Rosolia RNA (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 78,74"
411,RUBELLA IgG AVIDITY,,,,,Area 'ANALISI',,"€ 44,99"
6F406,RUCOLA( LERUCA VESICARIA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6190,S.H.B.G. (Sex Hormone Binding Globulin),,,,,Area 'ANALISI',,"€ 21,30"
6G71,Saggina spagnola (Phalaris arundinacea),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6T12,Salice (Salix Nigra),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
676,Salicilati,,,,,Area 'ANALISI',,"€ 8,85"
6F41,Salmone,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
B502,Salmonelle da coltura identificazione sierologica,,,,,Area 'MICROBIOLOGIA',,"€ 9,51"
B5036,Salmonelle esame colturale,,,,,Area 'MICROBIOLOGIA',,"€ 7,32"
B503601,Salmonelle esame colturale II campione,,,,,Area 'MICROBIOLOGIA',,"€ 7,32"
B503602,Salmonelle esame colturale III campione,,,,,Area 'MICROBIOLOGIA',,"€ 7,32"
6F344,SALVIA ( SALVIA OFFICINALIS),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F61,Sardina,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
8758,SARS-CoV-2 RNA (Rilevazione Covid 19),,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 52,00"
6I6,Scarafaggio (Blatella germanica),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
2066,SCLEROSI TUBEROSA : ricerca di mutazioni nei geni TSC1 e TSC2,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
518,Scotch Test,,,,,Area 'MICROBIOLOGIA',,"€ 6,23"
5182,Scotch Test II campione,,,,,Area 'MICROBIOLOGIA',,"€ 6,23"
5183,Scotch Test III campione,,,,,Area 'MICROBIOLOGIA',,"€ 6,23"
6217,Screening 1 Droghe d'abuso medicina del lavoro (con Buprenorfina),,,,,Area 'TOSSICOLOGIA',,"€ 58,53"
6218,Screening 2 Droghe d'abuso Medicina Del Lavoro,,,,,Area 'TOSSICOLOGIA',,"€ 50,67"
1034,Screening Multiallergenico Qualitativo Adulti,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 22,50"
1035,Screening Multiallergenico Qualitativo Pediatrico,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 22,50"
6F85,Sedano,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F5,Segale,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6G12,Segale (Secale Cereale),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
757,SELENIO Sierico,,,,,Area 'TOSSICOLOGIA',,"€ 15,40"
6F219,Semi di finocchio,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F224,Semi di papavero,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F14,Semi di soia,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F89,Senape,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
8718,Sensitivity Check DNA,,,,,Area 'NUTRIZIONE',,"€ 187,20"
1947,Sensitivity Check UP,,,,,Area 'NUTRIZIONE',,"€ 208,00"
884,SERINA Plasmatica (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
8840,SERINA Urinaria (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
Codice Analisi,Descrizione,,,,,Regola,,Importo
6303,Serotonina,,,,,Area 'SPECIALISTICA',,"€ 16,93"
1059,Serotonina anticorpi IgG (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 28,17"
1058,Serotonina anticorpi IgM (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 28,17"
630,Serotonina urine 24H,,,,,Area 'SPECIALISTICA',,"€ 15,51"
1117,Sertralina (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 134,97"
6F10,Sesamo,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6K74,Seta,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F206,Sgombro,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
330,Sideremia (Ferro Sierico),,,,,Area 'ANALISI',,"€ 1,75"
6F236,Siero di latte,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
2082,SINDROME DI BRUGADA - pannello NGS,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
2070,SINDROME DI FABRY : ricerca di mutazioni nel gene GLA,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
1637,SINDROME DI GILBERT,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 168,72"
2098,SINDROME DI LI FRAUMENI : ricerca di mutazioni nei,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
2064,"geni CHECK2, TP53
SINDROME DI NOONAN : ricerca di mutazioni in pannello",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
2068,"di geni
SINDROME DI PEUTZ-JEGHERS : ricerca di mutazioni nel",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
2067,"gene STK11
SINDROME DI SMITH-LEMLI-OPITZ : ricerca di mutazioni",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
,nel gene DHCR7,,,,,,,
499,Sirolimus (Rapamune),,,,,Area 'SPECIALISTICA',,"€ 148,84"
IN10178,SISTEMA NERVOSO - BIOPSIA A CIELO APERTO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10179,SISTEMA NERVOSO - BIOPSIA STEREOTASSICA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10180,SISTEMA NERVOSO - ESCISSIONE TUMORALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
4560,SMALL DENSE LDL CHOLESTEROL (SD LDL),,,,,Area 'SPECIALISTICA',,"€ 208,00"
IN10181,SNP - BIOPSIA DI NERVO PERIFERICO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 63,81"
IN10182,SNP - ESCISSIONE DI NEOFORMAZIONE NERVO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 77,65"
IN10183,SNP - GANGLIECTOMIA SISTEMA NERVOSO PERIFERICO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 33,75"
241,Sodiemia ( Na ),,,,,Area 'ANALISI',,"€ 1,75"
2245,Sodio Urinario su campione estemporaneo,,,,,Area 'ANALISI',,"€ 1,75"
251,Sodio urine 24 ore ( Na ),,,,,Area 'ANALISI',,"€ 1,75"
6F337,Sogliola,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
IN10184,SOMA - ALLESTIMENTO PREPARATI  ISTOCHIMICI,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 22,50"
IN10185,SOMA - ALLESTIMENTO PREPARATI IIC CIASCUNO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 25,00"
IN10186,SOMA - ALLESTIMENTO PREPARATI IIC CIASCUNO +,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 44,99"
IN10187,"VALUTAZIONE
SOMA - ALLESTIMENTO PREPARATI ISTOLOGICI",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 31,45"
,(TAGLIO + EE),,,,,,,
IN10146,SOMA - CONSULENZA CITOLOGICA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 146,22"
IN10076,SOMA - CONSULENZA ISTOLOGICA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 390,04"
IN10188,SOMA - CRIOSTATO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 624,00"
IN10328,SOMA - FATTORI PROGNOSTICI ENDOMETRIO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 300,00"
IN10189,SOMA - FNAC LETTURA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 50,67"
IN10233,SOMA - PANNELLO LINFONODO (FINO A 6 IIC),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 184,34"
IN10308,SOMA – PANNELLO MICROSATELLITI IIC,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 189,28"
IN10260,SOMA - PANNELLO RECETTORI DELLA MAMMELLA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 224,95"
IN10311,SOMA - PDL1,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 270,00"
IN10190,SOMA - TECNICHE PARTICOLARI SISH HER2,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 1.198,52"
IN10192,SOMA - VERSAMENTO/SECRETI/SCRAPING/BAL,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 28,17"
642,Somatomedina C  ( IGF-1),,,,,Area 'ANALISI',,"€ 18,35"
8393,"SORDITÀ EREDITARIA NON SINDROMICA:
Sequenziamento completo GJB2 (CX26) e ricerca delezione D13S1830",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 87,36"
6G10,Sorgo selvatico (Sorghum halepense),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F214,Spinacio,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
390,Stagno (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 178,65"
B593,Staphilococcus aureus nelle feci,,,,,Area 'MICROBIOLOGIA',,"€ 6,99"
8724,STATO MUTAZIONALE (ESONE 10) DEL GENE MPL,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 207,48"
8728,STATO MUTAZIONALE (ESONE 12) DEL GENE JAK2,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 152,88"
8723,STATO MUTAZIONALE (ESONE 9) DEL GENE CALRETICULINA,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 283,92"
8522,STATO MUTAZIONALE GENE BRAF,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 315,59"
8524,STATO MUTAZIONALE GENE EGFR,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 491,40"
8456,STATO MUTAZIONALE GENE KRAS,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 239,15"
2072,STATO MUTAZIONALE GENI BRCA1 e BRCA2,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 2.116,30"
6M10,Stemphylium Botryosum,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
IN10193,STOMACO - DIGERENTE BIOPSIA ENDOSCOPICA (SING.),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 44,65"
IN10194,STOMACO - GASTRECTOMIA PARZIALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10195,STOMACO - GASTRECTOMIA SUBTOTALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 161,74"
IN10196,STOMACO - GASTRECTOMIA TOTALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10197,STOMACO - GASTRECTOMIA TOTALE ALLARGATA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 341,11"
IN10198,STOMACO - GASTRORESEZIONE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 96,81"
IN10199,STOMACO - POLIPECTOMIA ENDOSCOPICA (SING.),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 40,81"
B506,Streptococcus Agalactiae nel Tampone Vaginale e Rettale,,,,,Area 'MICROBIOLOGIA',,"€ 10,16"
B5061,Streptococcus Agalactiae nel Tampone Vaginale e Rettale II Camp.,,,,,Area 'MICROBIOLOGIA',,"€ 10,16"
6198,Streptococcus Pneumoniae Ag urinario,,,,,Area 'MICROBIOLOGIA',,"€ 74,47"
B5033,Streptococcus pyogenes nel tampone faringeo,,,,,Area 'MICROBIOLOGIA',,"€ 7,76"
B5033R,Streptococcus pyogenes nel tampone faringeo - Reflex,,,,,Area 'MICROBIOLOGIA',,"€ 11,79"
Codice Analisi,Descrizione,,,,,Regola,,Importo
106,Streptozyme,,,,,Area 'SPECIALISTICA',,"€ 26,86"
1056,STRONGILOIDIASI TEST DI CONFERMA (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 44,99"
7800,STRONZIO Urine Fine Turno (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 178,65"
780,STRONZIO Urine Inizio Turno (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 178,65"
1410,Studio Flora Batterica (Non Operativa),,,,,Area 'MICROBIOLOGIA',,"€ 56,24"
IN10200,SURRENE - AGOBIOPSIA SURRENE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 77,65"
IN10201,SURRENE - SURRENECTOMIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 109,27"
685,Tacrolimus (FK506),,,,,Area 'SPECIALISTICA',,"€ 79,06"
6I204,Tafano (Tabanus spp),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
885,TAURINA Plasmatica (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
8850,TAURINA Urinaria (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
450,Teicoplanina (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 44,89"
016,Tempo di Protrombina (P.T.),,,,,Area 'ANALISI',,"€ 3,39"
017,Tempo di Tromboplastina (aPTT),,,,,Area 'ANALISI',,"€ 3,39"
,,,,,,,,
IN10318,TENUE - DIGERENTE BIOPSIA ENDOSCOPICA (SING.),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 45,00"
IN10208,TENUE - RESEZIONE ILEO COLICA (CON O SENZA LINFOADENECTOMIA),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10209,TENUE - RESEZIONE SEGMENTARIA TENUE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
678,Teofillina,,,,,Area 'ANALISI',,"€ 12,45"
IN10202,TESSUTI MOLLI - AGOBIOPSIA TESSUTI MOLLI,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 165,52"
IN10204,TESSUTI MOLLI - BIOPSIA ESCISSIONALE TESSUTI,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 53,79"
IN10205,"MOLLI
TESSUTI MOLLI - BIOPSIA INCISIONALE TESSUTI",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 77,65"
,MOLLI,,,,,,,
IN10206,TESSUTI MOLLI - BIOPSIA TESSUTI MOLLI,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 77,65"
IN10207,TESSUTI MOLLI - ESCISSIONE ALLARGATA DI NEOFORMAZIONE TESSUTI MOLLI,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 83,11"
8513,Test di Disomia Uniparentale del Cromosoma 15,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 196,56"
8495,Test di Familiarità - referto nominale e legale,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 251,16"
451,Test di gravidanza,,,,,Area 'ANALISI',,"€ 9,61"
NORDIN,Test di Nordin,,,,,Area 'SPECIALISTICA',,"€ 23,59"
2275,TEST MULTIALLERGENICO ALEX²,,,,,Listino di base,,"€ 265,00"
IN10210,TESTICOLO - AGOBIOSPIA TESTICOLO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 38,49"
IN10211,TESTICOLO - BIOPSIA ANNESSI TESTICOLARI,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 66,00"
IN10212,TESTICOLO - BIOPSIA BILATERALE TESTICOLO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 148,36"
IN10213,TESTICOLO - BIOPSIA TESTICOLARE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 53,61"
IN10214,TESTICOLO - EMASCULAZIONE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10215,TESTICOLO - ORCHIECTOMIA BILATERALE PER CASTRAZIONE TERAPEUTICA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 65,20"
IN10216,TESTICOLO - ORCHIECTOMIA SEMPLICE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 171,48"
IN10217,TESTICOLO - ORCHIFUNICOLECTOMIA ALLARGATA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 358,50"
6211,Testosterone libero,,,,,Area 'ANALISI',,"€ 15,18"
621,Testosterone plasmatico,,,,,Area 'ANALISI',,"€ 10,16"
79340,TETRAIDROFURANO Urine Fine Turno,,,,,Area 'TOSSICOLOGIA',,"€ 23,59"
7934,TETRAIDROFURANO Urine Inizio Turno,,,,,Area 'TOSSICOLOGIA',,"€ 23,59"
6F222,The',,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6140,THIROXINE BINDING GLOBULIN (TBG),,,,,Area 'ANALISI',,"€ 8,85"
3310,TIBC-Capacita' ferro legante,,,,,Area 'ANALISI',,"€ 6,55"
6T208,Tiglio (Tilia Cordata),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
398,Timidina Chinasi (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 44,89"
6F273,Timo,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6562,Tiocianati sierici (SYNLAB),,,,,Area 'TOSSICOLOGIA',,"€ 21,62"
65619,TIOCIANATI Urine Fine Turno,,,,,Area 'TOSSICOLOGIA',,"€ 21,62"
65609,TIOCIANATI Urine Inizio Turno,,,,,Area 'TOSSICOLOGIA',,"€ 21,62"
